"Notes","Census Division","Census Division Code","Year","Year Code","Age of Mother","Age of Mother Code",Births
,"Division 4: West North Central","CENS-D4","2013","2013","50 years and over","50+",16
,"Division 4: West North Central","CENS-D4","2014","2014","Under 15 years","15",153
,"Division 4: West North Central","CENS-D4","2014","2014","15-19 years","15-19",15352
,"Division 4: West North Central","CENS-D4","2014","2014","20-24 years","20-24",59659
,"Division 4: West North Central","CENS-D4","2014","2014","25-29 years","25-29",87375
,"Division 4: West North Central","CENS-D4","2014","2014","30-34 years","30-34",77281
,"Division 4: West North Central","CENS-D4","2014","2014","35-39 years","35-39",29146
,"Division 4: West North Central","CENS-D4","2014","2014","40-44 years","40-44",5265
,"Division 4: West North Central","CENS-D4","2014","2014","45-49 years","45-49",356
,"Division 4: West North Central","CENS-D4","2014","2014","50 years and over","50+",23
,"Division 4: West North Central","CENS-D4","2015","2015","Under 15 years","15",109
,"Division 4: West North Central","CENS-D4","2015","2015","15-19 years","15-19",14281
,"Division 4: West North Central","CENS-D4","2015","2015","20-24 years","20-24",57597
,"Division 4: West North Central","CENS-D4","2015","2015","25-29 years","25-29",87394
,"Division 4: West North Central","CENS-D4","2015","2015","30-34 years","30-34",77861
,"Division 4: West North Central","CENS-D4","2015","2015","35-39 years","35-39",30914
,"Division 4: West North Central","CENS-D4","2015","2015","40-44 years","40-44",5301
,"Division 4: West North Central","CENS-D4","2015","2015","45-49 years","45-49",379
,"Division 4: West North Central","CENS-D4","2015","2015","50 years and over","50+",24
,"Division 4: West North Central","CENS-D4","2016","2016","Under 15 years","15",106
,"Division 4: West North Central","CENS-D4","2016","2016","15-19 years","15-19",12997
,"Division 4: West North Central","CENS-D4","2016","2016","20-24 years","20-24",54748
,"Division 4: West North Central","CENS-D4","2016","2016","25-29 years","25-29",86748
,"Division 4: West North Central","CENS-D4","2016","2016","30-34 years","30-34",79056
,"Division 4: West North Central","CENS-D4","2016","2016","35-39 years","35-39",32508
,"Division 4: West North Central","CENS-D4","2016","2016","40-44 years","40-44",5624
,"Division 4: West North Central","CENS-D4","2016","2016","45-49 years","45-49",346
,"Division 4: West North Central","CENS-D4","2016","2016","50 years and over","50+",24
,"Division 4: West North Central","CENS-D4","2017","2017","Under 15 years","15",87
,"Division 4: West North Central","CENS-D4","2017","2017","15-19 years","15-19",12289
,"Division 4: West North Central","CENS-D4","2017","2017","20-24 years","20-24",51401
,"Division 4: West North Central","CENS-D4","2017","2017","25-29 years","25-29",84383
,"Division 4: West North Central","CENS-D4","2017","2017","30-34 years","30-34",77932
,"Division 4: West North Central","CENS-D4","2017","2017","35-39 years","35-39",33150
,"Division 4: West North Central","CENS-D4","2017","2017","40-44 years","40-44",5645
,"Division 4: West North Central","CENS-D4","2017","2017","45-49 years","45-49",357
,"Division 4: West North Central","CENS-D4","2017","2017","50 years and over","50+",26
,"Division 4: West North Central","CENS-D4","2018","2018","Under 15 years","15",88
,"Division 4: West North Central","CENS-D4","2018","2018","15-19 years","15-19",11449
,"Division 4: West North Central","CENS-D4","2018","2018","20-24 years","20-24",49555
,"Division 4: West North Central","CENS-D4","2018","2018","25-29 years","25-29",83907
,"Division 4: West North Central","CENS-D4","2018","2018","30-34 years","30-34",77673
,"Division 4: West North Central","CENS-D4","2018","2018","35-39 years","35-39",33866
,"Division 4: West North Central","CENS-D4","2018","2018","40-44 years","40-44",5727
,"Division 4: West North Central","CENS-D4","2018","2018","45-49 years","45-49",371
,"Division 4: West North Central","CENS-D4","2018","2018","50 years and over","50+",40
,"Division 4: West North Central","CENS-D4","2019","2019","Under 15 years","15",106
,"Division 4: West North Central","CENS-D4","2019","2019","15-19 years","15-19",10843
,"Division 4: West North Central","CENS-D4","2019","2019","20-24 years","20-24",47816
,"Division 4: West North Central","CENS-D4","2019","2019","25-29 years","25-29",81062
,"Division 4: West North Central","CENS-D4","2019","2019","30-34 years","30-34",77291
,"Division 4: West North Central","CENS-D4","2019","2019","35-39 years","35-39",34278
,"Division 4: West North Central","CENS-D4","2019","2019","40-44 years","40-44",6051
,"Division 4: West North Central","CENS-D4","2019","2019","45-49 years","45-49",376
,"Division 4: West North Central","CENS-D4","2019","2019","50 years and over","50+",33
,"Division 4: West North Central","CENS-D4","2020","2020","Under 15 years","15",110
,"Division 4: West North Central","CENS-D4","2020","2020","15-19 years","15-19",10133
,"Division 4: West North Central","CENS-D4","2020","2020","20-24 years","20-24",45386
,"Division 4: West North Central","CENS-D4","2020","2020","25-29 years","25-29",77732
,"Division 4: West North Central","CENS-D4","2020","2020","30-34 years","30-34",74975
,"Division 4: West North Central","CENS-D4","2020","2020","35-39 years","35-39",33602
,"Division 4: West North Central","CENS-D4","2020","2020","40-44 years","40-44",6217
,"Division 4: West North Central","CENS-D4","2020","2020","45-49 years","45-49",336
,"Division 4: West North Central","CENS-D4","2020","2020","50 years and over","50+",37
,"Division 4: West North Central","CENS-D4","2021","2021","Under 15 years","15",114
,"Division 4: West North Central","CENS-D4","2021","2021","15-19 years","15-19",9612
,"Division 4: West North Central","CENS-D4","2021","2021","20-24 years","20-24",43868
,"Division 4: West North Central","CENS-D4","2021","2021","25-29 years","25-29",77449
,"Division 4: West North Central","CENS-D4","2021","2021","30-34 years","30-34",77944
,"Division 4: West North Central","CENS-D4","2021","2021","35-39 years","35-39",35704
,"Division 4: West North Central","CENS-D4","2021","2021","40-44 years","40-44",6427
,"Division 4: West North Central","CENS-D4","2021","2021","45-49 years","45-49",355
,"Division 4: West North Central","CENS-D4","2021","2021","50 years and over","50+",35
,"Division 4: West North Central","CENS-D4","2022","2022","Under 15 years","15",109
,"Division 4: West North Central","CENS-D4","2022","2022","15-19 years","15-19",9473
,"Division 4: West North Central","CENS-D4","2022","2022","20-24 years","20-24",43292
,"Division 4: West North Central","CENS-D4","2022","2022","25-29 years","25-29",75871
,"Division 4: West North Central","CENS-D4","2022","2022","30-34 years","30-34",77067
,"Division 4: West North Central","CENS-D4","2022","2022","35-39 years","35-39",35841
,"Division 4: West North Central","CENS-D4","2022","2022","40-44 years","40-44",6909
,"Division 4: West North Central","CENS-D4","2022","2022","45-49 years","45-49",416
,"Division 4: West North Central","CENS-D4","2022","2022","50 years and over","50+",42
,"Division 4: West North Central","CENS-D4","2023","2023","Under 15 years","15",113
,"Division 4: West North Central","CENS-D4","2023","2023","15-19 years","15-19",9167
,"Division 4: West North Central","CENS-D4","2023","2023","20-24 years","20-24",42385
,"Division 4: West North Central","CENS-D4","2023","2023","25-29 years","25-29",74092
,"Division 4: West North Central","CENS-D4","2023","2023","30-34 years","30-34",75228
,"Division 4: West North Central","CENS-D4","2023","2023","35-39 years","35-39",35447
,"Division 4: West North Central","CENS-D4","2023","2023","40-44 years","40-44",6979
,"Division 4: West North Central","CENS-D4","2023","2023","45-49 years","45-49",454
,"Division 4: West North Central","CENS-D4","2023","2023","50 years and over","50+",49
,"Division 5: South Atlantic","CENS-D5","2007","2007","Under 15 years","15",1312
,"Division 5: South Atlantic","CENS-D5","2007","2007","15-19 years","15-19",88289
,"Division 5: South Atlantic","CENS-D5","2007","2007","20-24 years","20-24",210867
,"Division 5: South Atlantic","CENS-D5","2007","2007","25-29 years","25-29",222119
,"Division 5: South Atlantic","CENS-D5","2007","2007","30-34 years","30-34",177420
,"Division 5: South Atlantic","CENS-D5","2007","2007","35-39 years","35-39",93387
,"Division 5: South Atlantic","CENS-D5","2007","2007","40-44 years","40-44",19566
,"Division 5: South Atlantic","CENS-D5","2007","2007","45-49 years","45-49",1174
,"Division 5: South Atlantic","CENS-D5","2007","2007","50 years and over","50+",87
,"Division 5: South Atlantic","CENS-D5","2008","2008","Under 15 years","15",1240
,"Division 5: South Atlantic","CENS-D5","2008","2008","15-19 years","15-19",85268
,"Division 5: South Atlantic","CENS-D5","2008","2008","20-24 years","20-24",204542
,"Division 5: South Atlantic","CENS-D5","2008","2008","25-29 years","25-29",219699
,"Division 5: South Atlantic","CENS-D5","2008","2008","30-34 years","30-34",175123
,"Division 5: South Atlantic","CENS-D5","2008","2008","35-39 years","35-39",91614
,"Division 5: South Atlantic","CENS-D5","2008","2008","40-44 years","40-44",19783
,"Division 5: South Atlantic","CENS-D5","2008","2008","45-49 years","45-49",1296
,"Division 5: South Atlantic","CENS-D5","2008","2008","50 years and over","50+",89
,"Division 5: South Atlantic","CENS-D5","2009","2009","Under 15 years","15",999
,"Division 5: South Atlantic","CENS-D5","2009","2009","15-19 years","15-19",79438
,"Division 5: South Atlantic","CENS-D5","2009","2009","20-24 years","20-24",196279
,"Division 5: South Atlantic","CENS-D5","2009","2009","25-29 years","25-29",213116
,"Division 5: South Atlantic","CENS-D5","2009","2009","30-34 years","30-34",172869
,"Division 5: South Atlantic","CENS-D5","2009","2009","35-39 years","35-39",88604
,"Division 5: South Atlantic","CENS-D5","2009","2009","40-44 years","40-44",19484
,"Division 5: South Atlantic","CENS-D5","2009","2009","45-49 years","45-49",1356
,"Division 5: South Atlantic","CENS-D5","2009","2009","50 years and over","50+",76
,"Division 5: South Atlantic","CENS-D5","2010","2010","Under 15 years","15",907
,"Division 5: South Atlantic","CENS-D5","2010","2010","15-19 years","15-19",69966
,"Division 5: South Atlantic","CENS-D5","2010","2010","20-24 years","20-24",185533
,"Division 5: South Atlantic","CENS-D5","2010","2010","25-29 years","25-29",207848
,"Division 5: South Atlantic","CENS-D5","2010","2010","30-34 years","30-34",174689
,"Division 5: South Atlantic","CENS-D5","2010","2010","35-39 years","35-39",86583
,"Division 5: South Atlantic","CENS-D5","2010","2010","40-44 years","40-44",20119
,"Division 5: South Atlantic","CENS-D5","2010","2010","45-49 years","45-49",1314
,"Division 5: South Atlantic","CENS-D5","2010","2010","50 years and over","50+",72
,"Division 5: South Atlantic","CENS-D5","2011","2011","Under 15 years","15",796
,"Division 5: South Atlantic","CENS-D5","2011","2011","15-19 years","15-19",62773
,"Division 5: South Atlantic","CENS-D5","2011","2011","20-24 years","20-24",181217
,"Division 5: South Atlantic","CENS-D5","2011","2011","25-29 years","25-29",207150
,"Division 5: South Atlantic","CENS-D5","2011","2011","30-34 years","30-34",179856
,"Division 5: South Atlantic","CENS-D5","2011","2011","35-39 years","35-39",86858
,"Division 5: South Atlantic","CENS-D5","2011","2011","40-44 years","40-44",20561
,"Division 5: South Atlantic","CENS-D5","2011","2011","45-49 years","45-49",1324
,"Division 5: South Atlantic","CENS-D5","2011","2011","50 years and over","50+",84
,"Division 5: South Atlantic","CENS-D5","2012","2012","Under 15 years","15",745
,"Division 5: South Atlantic","CENS-D5","2012","2012","15-19 years","15-19",57375
,"Division 5: South Atlantic","CENS-D5","2012","2012","20-24 years","20-24",178545
,"Division 5: South Atlantic","CENS-D5","2012","2012","25-29 years","25-29",207071
,"Division 5: South Atlantic","CENS-D5","2012","2012","30-34 years","30-34",184207
,"Division 5: South Atlantic","CENS-D5","2012","2012","35-39 years","35-39",87628
,"Division 5: South Atlantic","CENS-D5","2012","2012","40-44 years","40-44",20674
,"Division 5: South Atlantic","CENS-D5","2012","2012","45-49 years","45-49",1225
,"Division 5: South Atlantic","CENS-D5","2012","2012","50 years and over","50+",89
,"Division 5: South Atlantic","CENS-D5","2013","2013","Under 15 years","15",621
,"Division 5: South Atlantic","CENS-D5","2013","2013","15-19 years","15-19",50600
,"Division 5: South Atlantic","CENS-D5","2013","2013","20-24 years","20-24",174300
,"Division 5: South Atlantic","CENS-D5","2013","2013","25-29 years","25-29",208116
,"Division 5: South Atlantic","CENS-D5","2013","2013","30-34 years","30-34",189878
,"Division 5: South Atlantic","CENS-D5","2013","2013","35-39 years","35-39",89260
,"Division 5: South Atlantic","CENS-D5","2013","2013","40-44 years","40-44",20814
,"Division 5: South Atlantic","CENS-D5","2013","2013","45-49 years","45-49",1301
,"Division 5: South Atlantic","CENS-D5","2013","2013","50 years and over","50+",106
,"Division 5: South Atlantic","CENS-D5","2014","2014","Under 15 years","15",555
,"Division 5: South Atlantic","CENS-D5","2014","2014","15-19 years","15-19",46445
,"Division 5: South Atlantic","CENS-D5","2014","2014","20-24 years","20-24",170704
,"Division 5: South Atlantic","CENS-D5","2014","2014","25-29 years","25-29",214293
,"Division 5: South Atlantic","CENS-D5","2014","2014","30-34 years","30-34",197575
,"Division 5: South Atlantic","CENS-D5","2014","2014","35-39 years","35-39",95327
,"Division 5: South Atlantic","CENS-D5","2014","2014","40-44 years","40-44",21046
,"Division 5: South Atlantic","CENS-D5","2014","2014","45-49 years","45-49",1479
,"Division 5: South Atlantic","CENS-D5","2014","2014","50 years and over","50+",118
,"Division 5: South Atlantic","CENS-D5","2015","2015","Under 15 years","15",504
,"Division 5: South Atlantic","CENS-D5","2015","2015","15-19 years","15-19",42930
,"Division 5: South Atlantic","CENS-D5","2015","2015","20-24 years","20-24",165538
,"Division 5: South Atlantic","CENS-D5","2015","2015","25-29 years","25-29",218356
,"Division 5: South Atlantic","CENS-D5","2015","2015","30-34 years","30-34",202332
,"Division 5: South Atlantic","CENS-D5","2015","2015","35-39 years","35-39",99133
,"Division 5: South Atlantic","CENS-D5","2015","2015","40-44 years","40-44",21636
,"Division 5: South Atlantic","CENS-D5","2015","2015","45-49 years","45-49",1556
,"Division 5: South Atlantic","CENS-D5","2015","2015","50 years and over","50+",138
,"Division 5: South Atlantic","CENS-D5","2016","2016","Under 15 years","15",455
,"Division 5: South Atlantic","CENS-D5","2016","2016","15-19 years","15-19",40057
,"Division 5: South Atlantic","CENS-D5","2016","2016","20-24 years","20-24",156088
,"Division 5: South Atlantic","CENS-D5","2016","2016","25-29 years","25-29",218396
